product_id,카테고리,평점,속성_num,트러블,수분,세정력,보습,메이크업,건성,진정,저자극,세안,화장,피부타입_건성에 좋아요,피부타입_복합성에 좋아요,피부타입_지성에 좋아요,흡수,쿨링,여드름,모공,지성,피지,거품,각질,향,냄새,건조,유분,약산성,review
A000000129772,skincare,4.7,4,16,14,0,27,0,0,25,17,0,0,0.38,0.53,0.09,11,0,0,0,14,45,0,0,0,0,22,16,0,100
A000000129773,skincare,4.7,4,14,24,0,49,0,0,28,19,0,0,0.45,0.5,0.06,26,0,0,0,12,49,0,0,0,0,32,30,0,100
A000000129774,skincare,4.7,4,22,33,0,61,0,0,32,27,0,0,0.5,0.45,0.05,28,0,0,0,13,62,0,0,0,0,38,43,0,99
A000000130138,skincare,4.7,4,11,27,0,46,0,0,2,16,0,0,0.67,0.31,0.02,22,0,0,0,11,1,0,0,0,0,49,29,0,100
A000000130319,cleansing,4.8,1,27,9,47,3,32,14,12,67,60,61,0.25,0.63,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000130833,bodycare,4.8,4,0,0,0,6,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,25
A000000130949,skincare,4.7,4,5,10,0,23,0,0,5,5,0,0,0.62,0.38,0.01,9,0,0,0,6,0,0,0,0,0,19,1,0,92
A000000130951,skincare,4.7,4,10,3,0,18,0,0,15,6,0,0,0.47,0.45,0.08,6,0,0,0,3,0,0,0,0,0,7,5,0,90
A000000131012,skincare,4.7,4,26,17,0,35,0,0,33,25,0,0,0.31,0.62,0.07,33,0,0,0,9,1,0,0,0,0,24,4,0,99
A000000131022,maskpack,4.6,2,13,10,0,21,0,0,49,17,0,0,0.43,0.5,0.08,1,1,5,0,1,0,0,0,0,0,0,0,0,100
A000000131745,skincare,4.5,2,2,1,0,6,0,0,2,11,0,0,0.29,0.67,0.04,9,0,3,0,1,0,0,0,0,0,0,0,0,99
A000000134690,skincare,4.5,2,18,8,0,3,0,0,6,29,0,0,0.12,0.49,0.39,4,0,15,8,9,0,0,0,0,0,0,0,0,100
A000000134691,skincare,4.7,4,30,22,0,45,0,0,48,13,0,0,0.66,0.3,0.04,15,0,0,0,25,10,0,0,0,0,26,25,0,99
A000000136535,샴푸/린스,4.8,3,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,6,2,0,0,0,25
A000000136537,skincare,4.8,4,3,1,0,3,0,0,4,1,0,0,0.64,0.36,0,1,0,0,0,0,0,0,0,0,0,3,0,0,22
A000000136538,bodycare,4.8,1,4,0,4,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
A000000136546,suncare,4.7,4,15,10,0,2,0,0,1,21,0,0,0.27,0.63,0.1,10,0,0,0,8,1,0,0,0,0,17,11,0,100
A000000136873,skincare,4.8,2,10,19,0,30,0,0,8,23,0,0,0.52,0.43,0.05,12,1,2,2,7,0,0,0,0,0,0,0,0,100
A000000137304,suncare,4.5,4,8,2,0,0,0,0,0,10,0,0,0.23,0.61,0.16,3,0,0,0,8,0,0,0,0,0,5,14,0,100
A000000137307,suncare,4.3,4,11,3,0,0,0,0,4,13,0,0,0.48,0.45,0.07,7,0,0,0,6,1,0,0,0,0,8,9,0,100
A000000137692,skincare,4.7,4,9,21,0,40,0,0,11,19,0,0,0.49,0.47,0.04,19,0,0,0,4,3,0,0,0,0,31,13,0,100
A000000137786,bodycare,4.5,4,0,4,0,38,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,19,2,0,90
A000000139057,skincare,4.8,4,12,23,0,17,0,0,11,11,0,0,0.46,0.49,0.05,12,0,0,0,6,1,0,0,0,0,19,4,0,100
A000000139347,skincare,4.8,2,12,25,0,35,0,0,15,26,0,0,0.42,0.51,0.07,13,0,5,1,7,0,0,0,0,0,0,0,0,100
A000000139348,skincare,4.8,4,14,16,0,24,0,0,9,25,0,0,0.45,0.51,0.04,3,0,0,0,3,1,0,0,0,0,17,4,0,100
A000000139940,cleansing,4.7,5,21,0,21,0,0,0,0,34,0,0,0.19,0.62,0.2,0,0,27,4,7,3,29,0,0,0,5,0,1,100
A000000139956,cleansing,4.8,5,8,0,29,0,0,0,0,41,0,0,0.4,0.53,0.07,0,0,1,6,1,0,53,0,0,0,13,0,13,98
A000000139958,cleansing,4.6,1,11,8,33,1,17,14,2,46,40,37,0.43,0.52,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,99
A000000139961,cleansing,4.6,1,10,0,30,3,14,8,1,32,18,25,0.33,0.55,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000140631,skincare,4.6,2,54,13,0,5,0,0,37,25,0,0,0.08,0.5,0.42,18,3,33,11,14,0,0,0,0,0,0,0,0,100
A000000141028,skincare,4.7,4,10,38,0,15,0,0,12,18,0,0,0.33,0.54,0.13,21,0,0,0,13,3,0,0,0,0,14,9,0,100
A000000141172,suncare,4.4,4,5,1,0,1,0,0,0,9,0,0,0.16,0.4,0.44,6,0,0,0,17,0,0,0,0,0,3,5,0,78
A000000141540,skincare,4.7,4,15,69,0,19,0,0,14,18,0,0,0.37,0.53,0.1,29,0,0,0,16,2,0,0,0,0,25,23,0,100
A000000141662,skincare,4.8,4,5,5,0,32,0,0,4,6,0,0,0.83,0.17,0,7,0,0,0,8,1,0,0,0,0,25,7,0,78
A000000142178,cleansing,4.7,1,11,9,43,0,25,6,4,44,36,43,0.28,0.63,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000142661,skincare,4.6,1,5,20,0,24,2,4,5,15,4,10,0.44,0.49,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000142694,skincare,4.8,4,14,48,0,24,0,0,3,17,0,0,0.38,0.52,0.1,40,0,0,0,11,1,0,0,0,0,47,10,0,99
A000000142945,skincare,4.7,1,9,19,0,23,5,10,21,25,16,34,0.27,0.64,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000142946,cleansing,4.7,5,8,0,24,0,0,0,0,39,0,0,0.34,0.59,0.07,0,0,4,1,4,1,46,0,0,0,9,0,6,98
A000000143167,bodycare,4.7,4,7,12,0,57,0,0,12,14,0,0,0,0,0,22,0,0,0,5,3,0,0,0,0,34,11,0,100
A000000143769,cleansing,4.8,5,12,0,31,0,0,0,0,48,0,0,0.35,0.58,0.07,0,0,13,1,7,1,44,0,0,0,9,0,11,100
A000000143958,skincare,4.7,4,14,19,0,59,0,0,12,13,0,0,0.66,0.31,0.03,20,0,0,0,9,3,0,0,0,0,39,22,0,100
A000000143959,skincare,4.7,4,11,20,0,53,0,0,15,16,0,0,0.64,0.33,0.03,23,0,0,0,9,5,0,0,0,0,48,17,0,100
A000000145131,bodycare,4.8,4,2,2,0,10,0,0,1,3,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,8,2,0,22
A000000145213,skincare,4.8,4,7,11,0,26,0,0,5,11,0,0,0.48,0.48,0.04,30,0,0,0,7,0,0,0,0,0,19,9,0,100
A000000145217,skincare,4.7,4,6,9,0,10,0,0,1,17,0,0,0.44,0.53,0.03,31,0,0,0,1,0,0,0,0,0,18,10,0,100
A000000145226,maskpack,4.6,2,1,5,0,7,0,0,4,11,0,0,0.44,0.54,0.02,1,3,2,0,2,0,0,0,0,0,0,0,0,100
A000000145273,cleansing,4.7,5,4,0,7,0,0,0,0,11,0,0,0.35,0.45,0.2,0,0,1,0,2,0,0,0,0,0,2,0,1,21
A000000145274,cleansing,4.7,5,7,0,18,0,0,0,0,33,0,0,0.45,0.51,0.05,0,0,6,0,7,3,32,0,0,0,12,0,11,68
A000000145275,cleansing,4.8,5,12,0,20,0,0,0,0,33,0,0,0.07,0.32,0.61,0,0,11,0,33,3,35,0,0,0,8,0,10,74
A000000145276,skincare,4.5,2,3,3,0,6,0,0,3,11,0,0,0.46,0.49,0.06,6,0,4,0,4,0,0,0,0,0,0,0,0,36
A000000145277,skincare,4.7,2,20,8,0,4,0,0,9,36,0,0,0.02,0.3,0.68,6,0,24,4,34,0,0,0,0,0,0,0,0,100
A000000145279,skincare,4.2,2,10,5,0,4,0,0,12,4,0,0,0.23,0.51,0.26,6,0,1,2,2,0,0,0,0,0,0,0,0,36
A000000145282,maskpack,4.7,2,9,22,0,18,0,0,35,15,0,0,0.49,0.42,0.09,5,2,5,1,2,0,0,0,0,0,0,0,0,76
A000000145283,maskpack,4.7,2,9,22,0,18,0,0,35,15,0,0,0.26,0.65,0.1,5,2,5,1,2,0,0,0,0,0,0,0,0,76
A000000145285,skincare,4.5,2,25,23,0,13,0,0,7,35,0,0,0.36,0.57,0.07,13,0,11,20,9,0,0,0,0,0,0,0,0,100
A000000145286,skincare,4.6,2,22,25,0,15,0,0,10,30,0,0,0.34,0.56,0.11,6,0,8,21,7,0,0,0,0,0,0,0,0,100
A000000145287,skincare,4.6,4,9,8,0,7,0,0,4,42,0,0,0.35,0.57,0.08,25,0,0,0,4,1,0,0,0,0,9,10,0,100
A000000145331,skincare,4.8,4,14,15,0,36,0,0,12,19,0,0,0.35,0.56,0.09,14,0,0,0,10,5,0,0,0,0,19,10,0,96
A000000145332,skincare,4.7,4,14,31,0,51,0,0,5,27,0,0,0.48,0.52,0.01,35,0,0,0,12,4,0,0,0,0,36,17,0,100
A000000145333,skincare,4.6,4,25,40,0,33,0,0,10,12,0,0,0.08,0.34,0.58,19,0,0,0,44,3,0,0,0,0,23,19,0,100
A000000145360,skincare,4.8,4,7,25,0,43,0,0,1,13,0,0,0.63,0.33,0.04,23,0,0,0,9,4,0,0,0,0,35,10,0,100
A000000145371,bodycare,4.8,4,0,2,0,56,0,0,2,7,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,29,7,0,100
A000000145526,cleansing,4.7,5,11,0,28,0,0,0,0,34,0,0,0.39,0.53,0.08,0,0,4,1,6,50,42,0,0,0,16,0,14,100
A000000146011,skincare,4.7,4,1,4,0,4,0,0,3,3,0,0,0.19,0.77,0.05,0,0,0,0,3,0,0,0,0,0,4,1,0,43
A000000146230,maskpack,4.6,5,12,0,0,0,0,0,0,54,0,0,0,0,0,0,0,13,76,11,16,1,0,0,0,8,0,10,100
A000000146772,skincare,4.6,2,26,28,0,9,0,0,13,39,0,0,0.07,0.5,0.43,12,1,36,35,25,0,0,0,0,0,0,0,0,100
A000000147106,skincare,4.6,4,3,9,0,13,0,0,0,5,0,0,0.84,0.16,0,7,0,0,0,4,0,0,0,0,0,11,6,0,44
A000000147109,skincare,4.7,4,9,25,0,28,0,0,8,14,0,0,0.43,0.51,0.07,14,0,0,0,13,2,0,0,0,0,22,15,0,100
A000000147119,skincare,4.7,4,29,17,0,21,0,0,53,23,0,0,0.37,0.52,0.11,20,0,0,0,8,2,0,0,0,0,18,14,0,100
A000000147860,skincare,4.7,2,18,36,0,21,0,0,12,21,0,0,0.31,0.61,0.08,28,1,5,7,13,0,0,0,0,0,0,0,0,100
A000000147869,skincare,4.7,2,10,5,0,15,0,0,1,17,0,0,0.28,0.66,0.06,22,1,4,1,4,0,0,0,0,0,0,0,0,100
A000000147872,maskpack,4.7,5,9,0,0,0,0,0,0,25,0,0,0,0,0,0,0,5,6,3,0,0,0,0,0,8,0,0,89
A000000147891,skincare,4.7,4,6,22,0,23,0,0,3,13,0,0,0.5,0.46,0.04,23,0,0,0,8,1,0,0,0,0,11,4,0,100
A000000147932,bodycare,4.8,4,1,5,0,44,0,0,4,2,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,20,3,0,100
A000000148106,skincare,4.6,4,7,10,0,15,0,0,2,11,0,0,0.24,0.65,0.11,11,0,0,0,6,0,0,0,0,0,5,2,0,63
A000000148109,cleansing,4.6,5,13,0,26,0,0,0,0,29,0,0,0.19,0.61,0.2,0,0,10,2,5,9,26,0,0,0,6,0,11,100
A000000148112,cleansing,4.7,5,29,0,37,0,0,0,0,39,0,0,0.2,0.61,0.19,0,0,12,4,18,19,47,0,0,0,25,0,44,99
A000000148899,skincare,4.8,4,15,25,0,33,0,0,9,30,0,0,0.44,0.52,0.05,19,0,0,0,13,48,0,0,0,0,27,10,0,100
A000000148900,skincare,4.7,1,9,18,0,30,1,10,6,12,5,2,0.48,0.45,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000148903,bodycare,4.7,3,5,0,19,27,0,0,0,15,0,0,0,0,0,0,0,0,0,0,39,35,1,7,8,22,0,0,99
A000000149633,suncare,4.6,4,14,8,0,2,0,0,0,15,0,0,0.38,0.56,0.06,6,0,0,0,9,1,0,0,0,0,15,15,0,100
A000000149641,bodycare,4.5,4,9,42,0,35,0,0,18,12,0,0,0,0,0,42,0,0,0,8,3,0,0,0,0,18,10,0,100
A000000149717,skincare,4.8,4,18,21,0,10,0,0,18,12,0,0,0.11,0.55,0.34,12,0,0,0,23,4,0,0,0,0,15,7,0,100
A000000149760,suncare,4.6,4,14,11,0,2,0,0,1,20,0,0,0.4,0.52,0.08,15,0,0,0,9,49,0,0,0,0,10,15,0,100
A000000149810,skincare,4.5,4,8,22,0,20,0,0,16,12,0,0,0.26,0.48,0.26,20,0,0,0,8,2,0,0,0,0,19,7,0,100
A000000149874,maskpack,4.7,5,9,0,1,0,0,0,0,43,0,0,0.2,0.58,0.22,0,0,2,51,6,17,1,0,0,0,15,0,1,100
A000000149877,maskpack,4.8,3,2,0,0,3,0,0,0,41,0,0,0.3,0.53,0.18,0,0,0,0,0,4,1,48,3,0,8,0,0,75
A000000149880,skincare,4.7,1,9,44,0,20,9,11,9,13,12,21,0.49,0.43,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000149881,skincare,4.8,4,10,28,0,29,0,0,6,8,0,0,0.47,0.45,0.08,38,0,0,0,6,1,0,0,0,0,20,2,0,95
A000000149882,skincare,4.9,4,9,40,0,38,0,0,3,11,0,0,0.5,0.45,0.05,34,0,0,0,5,1,0,0,0,0,25,5,0,99
A000000149902,maskpack,4.7,4,16,26,0,53,0,0,11,21,0,0,0.63,0.32,0.05,14,0,0,0,5,54,0,0,0,0,27,6,0,100
A000000149903,maskpack,4.8,2,13,14,0,25,0,0,41,22,0,0,0.39,0.53,0.08,3,6,2,0,5,0,0,0,0,0,0,0,0,100
A000000150451,cleansing,4.7,3,3,0,7,3,0,0,0,31,0,0,0.18,0.67,0.15,0,0,0,0,0,8,22,36,3,3,10,0,0,100
A000000150890,skincare,4.7,4,18,75,0,38,0,0,26,23,0,0,0.28,0.53,0.19,42,0,0,0,25,9,0,0,0,0,44,29,0,100
A000000150909,skincare,4.7,2,9,6,0,11,0,0,6,7,0,0,0.41,0.53,0.07,22,0,2,1,2,0,0,0,0,0,0,0,0,100
A000000150937,maskpack,4.8,2,8,8,0,16,0,0,6,7,0,0,0.56,0.41,0.03,6,1,4,0,5,0,0,0,0,0,0,0,0,100
A000000151356,skincare,4.8,2,20,11,0,16,0,0,17,42,0,0,0.24,0.59,0.17,7,2,9,2,5,0,0,0,0,0,0,0,0,100
A000000151358,cleansing,4.8,5,11,0,25,0,0,0,0,50,0,0,0.21,0.63,0.16,0,0,3,2,4,2,15,0,0,0,8,0,10,100
A000000152029,skincare,4.7,2,10,6,0,12,0,0,6,6,0,0,0.45,0.51,0.04,23,0,2,1,2,0,0,0,0,0,0,0,0,100
A000000152514,skincare,4.8,2,16,18,0,13,0,0,13,32,0,0,0.05,0.43,0.52,9,4,18,3,33,0,0,0,0,0,0,0,0,100
A000000152580,skincare,4.7,4,20,11,0,17,0,0,32,14,0,0,0.5,0.41,0.09,18,0,0,0,10,2,0,0,0,0,28,11,0,99
A000000152707,bodycare,4.7,3,1,0,17,39,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,49,3,20,6,23,0,0,100
A000000152767,cleansing,4.7,5,27,0,49,0,0,0,0,47,0,0,0.18,0.59,0.23,0,0,21,16,28,16,60,0,0,0,25,0,31,100
A000000152786,skincare,4.8,4,5,12,0,7,0,0,3,5,0,0,0.28,0.63,0.09,13,0,0,0,3,0,0,0,0,0,8,5,0,32
A000000153300,skincare,4.8,4,3,6,0,7,0,0,2,7,0,0,0.42,0.58,0,6,0,0,0,0,10,0,0,0,0,5,0,0,33
A000000153976,bodycare,4.8,4,2,8,0,71,0,0,4,5,0,0,0,0,0,45,0,0,0,1,3,0,0,0,0,40,5,0,100
A000000153980,bodycare,4.9,3,9,0,30,25,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,51,2,14,2,45,0,0,100
A000000154158,cleansing,4.7,3,6,0,3,0,0,0,0,44,0,0,0.22,0.63,0.15,0,0,0,0,0,8,37,48,1,3,6,0,0,100
A000000154339,maskpack,4.8,2,11,11,0,27,0,0,51,33,0,0,0.35,0.56,0.1,9,1,6,2,4,0,0,0,0,0,0,0,0,88
A000000154753,maskpack,4.8,2,11,11,0,27,0,0,51,33,0,0,0.38,0.63,0,9,1,6,2,4,0,0,0,0,0,0,0,0,88
A000000154923,skincare,4.8,2,24,18,0,20,0,0,24,37,0,0,0.23,0.6,0.18,8,2,10,2,8,0,0,0,0,0,0,0,0,99
A000000155239,bodycare,4.8,3,13,0,17,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,14,2,8,3,10,0,0,61
A000000155279,cleansing,4.2,5,3,0,12,0,0,0,0,19,0,0,0.42,0.5,0.08,0,0,0,1,1,1,14,0,0,0,6,0,1,31
A000000155399,cleansing,4.7,3,4,0,3,0,0,0,0,49,0,0,0.15,0.54,0.31,0,0,0,0,0,9,36,53,2,17,4,0,0,87
A000000155402,cleansing,4.5,3,5,0,1,0,0,0,0,45,0,0,0.23,0.54,0.23,0,0,0,0,0,7,33,40,2,13,5,0,0,77
A000000155409,cleansing,4.7,3,5,0,3,1,0,0,0,47,0,0,0.2,0.64,0.16,0,0,0,0,0,6,38,52,1,3,6,0,0,100
A000000155423,cleansing,4.4,5,4,0,15,0,0,0,0,23,0,0,0.71,0.29,0,0,0,1,1,2,1,17,0,0,0,9,0,1,37
A000000155727,suncare,4.7,4,6,2,0,3,0,0,9,11,0,0,0.38,0.53,0.09,4,0,0,0,4,1,0,0,0,0,7,5,0,54
A000000156125,skincare,4.5,2,25,23,0,13,0,0,7,35,0,0,0.4,0.51,0.09,13,0,11,20,9,0,0,0,0,0,0,0,0,100
A000000156127,skincare,4.5,2,34,15,0,11,0,0,25,19,0,0,0.13,0.51,0.36,26,3,27,23,14,0,0,0,0,0,0,0,0,100
A000000156128,skincare,4.6,2,26,28,0,9,0,0,13,39,0,0,0.08,0.53,0.39,12,1,36,35,25,0,0,0,0,0,0,0,0,100
A000000156315,skincare,4.8,4,16,58,0,22,0,0,8,11,0,0,0.39,0.5,0.11,33,0,0,0,7,3,0,0,0,0,42,9,0,99
A000000156377,skincare,4.7,2,5,3,0,15,0,0,5,19,0,0,0.48,0.48,0.04,13,0,1,0,5,0,0,0,0,0,0,0,0,100
A000000156401,cleansing,4.6,5,11,0,21,0,0,0,0,25,0,0,0.18,0.59,0.23,0,0,15,2,14,17,28,0,0,0,7,0,12,100
A000000156510,skincare,4.8,4,17,52,0,27,0,0,59,34,0,0,0.31,0.59,0.1,41,0,0,0,6,0,0,0,0,0,22,11,0,100
A000000156511,skincare,4.9,4,17,37,0,21,0,0,45,25,0,0,0.3,0.6,0.1,44,0,0,0,8,5,0,0,0,0,33,6,0,100
A000000156512,skincare,4.8,2,19,52,0,12,0,0,78,26,0,0,0.27,0.63,0.1,17,1,8,6,8,0,0,0,0,0,0,0,0,100
A000000156521,skincare,4.7,4,28,31,0,24,0,0,50,22,0,0,0.16,0.66,0.18,43,0,0,0,29,3,0,0,0,0,29,9,0,99
A000000156680,skincare,4.7,2,11,9,0,19,0,0,9,18,0,0,0.25,0.67,0.08,8,0,2,0,3,0,0,0,0,0,0,0,0,100
A000000156683,skincare,4.7,4,13,14,0,17,0,0,15,20,0,0,0.27,0.68,0.05,5,0,0,0,6,0,0,0,0,0,16,7,0,100
A000000156684,skincare,4.7,4,28,24,0,18,0,0,43,16,0,0,0.18,0.59,0.23,34,0,0,0,7,0,0,0,0,0,18,8,0,100
A000000156842,skincare,4.8,4,14,48,0,24,0,0,3,17,0,0,0.36,0.54,0.1,40,0,0,0,11,1,0,0,0,0,47,10,0,99
A000000157285,skincare,4.7,4,6,7,0,14,0,0,1,14,0,0,0.41,0.56,0.03,35,0,0,0,1,0,0,0,0,0,15,13,0,100
A000000157294,skincare,4.8,2,10,21,0,31,0,0,9,22,0,0,0.65,0.29,0.06,12,1,2,2,8,0,0,0,0,0,0,0,0,100
A000000157648,skincare,4.4,4,20,15,0,24,0,0,21,10,0,0,0.49,0.48,0.04,14,0,0,0,15,2,0,0,0,0,24,18,0,100
A000000158614,cleansing,4.6,5,17,0,29,0,0,0,0,34,0,0,0.3,0.66,0.04,0,0,6,2,3,1,38,0,0,0,17,0,46,67
A000000158630,skincare,4.7,1,4,7,0,42,1,19,6,8,2,15,0.62,0.36,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000158992,cleansing,4.6,5,21,0,28,0,0,0,0,45,0,0,0.17,0.5,0.33,0,0,47,4,13,8,34,0,0,0,19,0,17,100
A000000158993,cleansing,4.6,1,15,1,28,1,20,6,8,28,27,21,0.35,0.48,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,62
A000000159370,bodycare,4.8,4,2,3,0,42,0,0,1,3,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,31,1,0,100
A000000159372,bodycare,4.8,4,2,2,0,54,0,0,7,3,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,22,2,0,100
A000000159467,skincare,4.6,2,18,7,0,10,0,0,4,34,0,0,0.27,0.64,0.09,39,0,7,6,4,0,0,0,0,0,0,0,0,100
A000000159468,skincare,4.6,2,18,7,0,10,0,0,4,34,0,0,0.46,0.51,0.03,39,0,7,6,4,0,0,0,0,0,0,0,0,100
A000000159838,cleansing,4.7,5,31,0,56,0,0,0,0,44,0,0,0.23,0.56,0.21,0,0,15,4,16,26,62,0,0,0,25,0,57,100
A000000159921,skincare,4.8,2,15,20,0,28,0,0,30,23,0,0,0.34,0.58,0.08,15,1,7,2,8,0,0,0,0,0,0,0,0,100
A000000160470,skincare,4.7,4,14,25,0,23,0,0,7,9,0,0,0.51,0.44,0.05,26,0,0,0,7,0,0,0,0,0,23,4,0,98
A000000160716,cleansing,4.6,5,24,0,28,0,0,0,0,35,0,0,0.19,0.56,0.26,0,0,19,3,18,20,49,0,0,0,14,0,21,100
A000000160724,skincare,4.8,4,10,11,0,23,0,0,24,17,0,0,0,0,0,28,0,0,0,9,0,0,0,0,0,16,12,0,100
A000000160790,skincare,4.7,4,16,25,0,64,0,0,7,20,0,0,0.5,0.46,0.04,27,0,0,0,16,5,0,0,0,0,50,24,0,100
A000000161043,bodycare,4.8,4,0,0,0,38,0,0,4,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,0,100
A000000161165,bodycare,4.8,4,11,17,0,75,0,0,2,17,0,0,0,0,0,55,0,0,0,7,2,0,0,0,0,47,13,0,100
A000000161167,bodycare,4.8,4,4,13,0,75,0,0,1,10,0,0,0,0,0,40,0,0,0,8,2,0,0,0,0,47,8,0,100
A000000161313,skincare,4.7,4,23,29,0,26,0,0,12,22,0,0,0.27,0.65,0.08,50,0,0,0,9,2,0,0,0,0,30,4,0,100
A000000161314,skincare,4.8,2,8,14,0,20,0,0,6,20,0,0,0.37,0.57,0.07,11,0,3,3,11,0,0,0,0,0,0,0,0,100
A000000161316,cleansing,4.7,5,11,0,28,0,0,0,0,45,0,0,0.3,0.58,0.12,0,0,3,1,6,4,42,0,0,0,13,0,19,100
A000000161319,skincare,4.6,1,8,32,0,16,4,10,8,18,10,16,0.63,0.34,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000161444,skincare,4.6,4,4,7,0,36,0,0,1,6,0,0,0.63,0.29,0.08,14,0,0,0,5,3,0,0,0,0,23,8,0,98
A000000161488,bodycare,4.6,4,2,5,0,33,0,0,2,3,0,0,0,0,0,20,0,0,0,1,1,0,0,0,0,24,1,0,62
A000000161489,bodycare,4.7,4,0,1,0,39,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,100
A000000161718,skincare,4.7,4,9,12,0,23,0,0,17,13,0,0,0.46,0.5,0.04,28,0,0,0,15,2,0,0,0,0,20,15,0,99
A000000161719,skincare,4.7,2,11,7,0,22,0,0,5,19,0,0,0.51,0.47,0.03,15,0,2,4,7,0,0,0,0,0,0,0,0,100
A000000161722,skincare,4.7,4,4,3,0,13,0,0,1,7,0,0,0.65,0.35,0.01,9,0,0,0,3,0,0,0,0,0,21,12,0,100
A000000161804,skincare,4.6,4,6,5,0,11,0,0,12,8,0,0,0.29,0.57,0.14,1,0,0,0,6,1,0,0,0,0,9,6,0,42
A000000161805,skincare,4.7,4,14,13,0,23,0,0,13,13,0,0,0.45,0.49,0.06,11,0,0,0,5,0,0,0,0,0,13,8,0,83
